sample,read_id,upstream_flank_len,core_repeat_len,downstream_flank_len,total_length,cag_units,caa_units,cga_units,event_count,total_event_bp,frameshift_events,in_frame_events,avg_event_length,oof_patterns
H1,m84137_260214_004236_s1/220858414/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/203818871/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/228852795/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/236784353/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/2624773/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/26350357/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/26744241/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/15799828/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/69276197/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/47189874/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/100732863/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/101454881/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/99552800/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/129242202/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/164302520/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/145690083/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/174593956/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/198381320/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/224203942/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/206704592/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/241178206/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/261362032/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/36898622/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/88020262/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/90770440/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/91098970/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/148374792/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/213453852/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/49681745/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/165610171/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/218696622/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/46993790/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/142872344/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/145558948/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/169414771/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/18154050/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/5571523/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/50727800/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/59902857/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/93847606/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/124322352/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/124586428/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/124650207/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/104728460/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/126551224/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/151325300/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/163055820/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/190840932/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/194970872/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/209781724/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/213583800/ccs,50,137,87,274,9,0,0,2,5,2,0,2.5,1
H1,m84137_260214_004236_s1/213713100/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/233047933/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/160563932/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/185599384/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/170263576/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/188943160/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/215484037/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/242158166/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/217646101/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/265291667/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/9375423/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/221514308/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/137298868/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/159517434/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/219419956/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/87887721/ccs,50,138,86,274,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/165283876/ccs,50,139,86,275,37,1,0,1,4,1,0,4.0,1
H1,m84137_260214_004236_s1/12845417/ccs,50,135,90,275,45,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/103418312/ccs,50,139,86,275,31,0,0,1,1,1,0,1.0,0
H1,m84137_260214_004236_s1/250550042/ccs,50,141,84,275,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/14225739/ccs,50,139,86,275,43,1,0,1,4,1,0,4.0,1
H1,m84137_260214_004236_s1/80872229/ccs,50,140,86,276,42,0,0,1,2,1,0,2.0,1
H1,m84137_260214_004236_s1/244385214/ccs,50,140,86,276,32,0,0,1,2,1,0,2.0,1
H1,m84137_260214_004236_s1/225510444/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/191694447/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/70978212/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/3016697/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/27398405/ccs,50,143,84,277,14,0,0,2,5,2,0,2.5,0
H1,m84137_260214_004236_s1/177997498/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/13369415/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/53086332/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/75434301/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/100729519/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/122486880/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/146934610/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/164432760/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/203817941/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/235341033/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/239142996/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/34739112/ccs,50,138,89,277,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/58593374/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/117772419/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/208540238/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/204806012/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/206115486/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/183569978/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/238228047/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/245371419/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/226955678/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/103946073/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/158140653/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/245634505/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/56036325/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/33426129/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/153619070/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/64489370/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/94306882/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/23134529/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/2623112/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/37487796/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/42009268/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/95553077/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/95749562/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/129632287/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/146800992/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/147327994/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/184944595/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/168887993/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/185600210/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/193594530/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/221775681/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/215875711/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/216205162/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/217777147/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/18289121/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/11736694/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/39261265/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/38735497/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/93917539/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/99750727/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/124325547/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/189010669/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/172758357/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/219614966/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/7014947/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/15599225/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/32705486/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/53085900/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/43123029/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/43977328/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/64948183/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/68092328/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/102171783/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/98897437/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/120066811/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/84478402/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/194514421/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/211030703/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/183176780/ccs,50,138,89,277,46,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/253235517/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/261100798/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/74581365/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/219089911/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/153751481/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/157814182/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/161353218/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/191305048/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/256510021/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/238488467/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/102371326/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/107023974/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/200545765/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/233639198/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/150210552/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/240059396/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/42209843/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/89985393/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/49484528/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/179113152/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/217779313/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/247860991/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/265552786/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/29361070/ccs,50,137,90,277,14,1,0,2,8,2,0,4.0,2
H1,m84137_260214_004236_s1/252512990/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/166855901/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/174195278/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/189401818/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/246285285/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/16979077/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/38999405/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/193921484/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/194054140/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/177866934/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/218955948/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/224069560/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/131663848/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/115279183/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/158532745/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/154272435/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/159517547/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/260571518/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/58001187/ccs,50,142,86,278,18,1,0,1,4,1,0,4.0,1
H1,m84137_260214_004236_s1/210502992/ccs,50,142,86,278,37,0,0,1,1,1,0,1.0,0
H1,m84137_260214_004236_s1/187961858/ccs,50,141,87,278,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/246549615/ccs,50,142,86,278,8,0,0,1,1,1,0,1.0,0
H1,m84137_260214_004236_s1/51188803/ccs,50,140,88,278,13,0,0,2,5,2,0,2.5,1
H1,m84137_260214_004236_s1/248055668/ccs,50,142,86,278,21,2,0,3,10,3,0,3.3333333333333335,3
H1,m84137_260214_004236_s1/215092105/ccs,50,143,86,279,16,0,0,1,2,1,0,2.0,1
H1,m84137_260214_004236_s1/127796077/ccs,50,142,87,279,20,1,0,1,4,1,0,4.0,1
H1,m84137_260214_004236_s1/144179296/ccs,50,143,86,279,34,0,0,2,2,2,0,1.0,0
H1,m84137_260214_004236_s1/259916217/ccs,50,143,86,279,4,0,0,2,5,2,0,2.5,1
H1,m84137_260214_004236_s1/58917024/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/95815360/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/97714672/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/118163686/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/122486855/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/132907321/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/159975764/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/168691807/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/258869427/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/73469604/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/89001080/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/49812889/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/141170582/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/222630022/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/253760568/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/241700300/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/243142702/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/159909028/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/207360519/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/27726106/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/147002651/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/138807717/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/19727929/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/25106175/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/42600230/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/96273464/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/97717215/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/199819333/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/238291751/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/246743758/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/5575726/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/67243197/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/63442676/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/73338926/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/109120661/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/82120348/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/174331597/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/187501775/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/170331709/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/71895353/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/187829571/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/13109242/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/67174545/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/118686922/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/77401543/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/99751037/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/110432872/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/130944532/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/85526963/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/95618647/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/208736082/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/223416916/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/140972715/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/159978422/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/241961016/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/13112935/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/67375679/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/49092123/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/202837950/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/16843679/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/217781456/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/250940119/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/231867876/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/215679499/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/32443860/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
