Sample,Avg_CAG,Upstream_ins,Repeat_ins,Downstream_ins,Total_ins,Repeat_%_of_total,Flanking_%_of_total,Repeat-enriched_%,Flanking-enriched_%,Distributed_%
Control_11,8.049477071600965,0.0,12.238133547868062,0.0,12.238133547868062,100.0,0.0,99.9597747385358,0.0,0.04022526146419952
H1,18.14012184508268,0.0,87.48607484769364,0.0,87.48607484769364,100.0,0.0,99.56483899042647,0.0,0.4351610095735422
H3,21.579545454545453,0.0,119.3442513368984,0.00267379679144385,119.34692513368984,99.99775964333521,0.002240356664781033,99.73262032085562,0.06684491978609625,0.2005347593582888
