Sample,Normal_insertions_bp,Expanded_insertions_bp,Fold_change,Normal_CAG,Expanded_CAG,Expanded_Pure_%,Expanded_Complex_%
Control_11,9.928934010152284,12.187680859859446,1.2262563417173455,7.934010152284264,8.06407606448946,4.175279040926003,0.0
H1,3.225703905540418,84.68629254829807,26.172448104195126,8.071752951861944,18.092916283348664,0.45998160073597055,99.54001839926403
H3,0.23751686909581646,118.61717100633356,479.22863374785,7.078272604588394,21.591836734693878,0.211118930330753,99.78888106966924
