Sample,Clean_%,Interrupted_%,Fragmented_%,Avg_CAA_interruptions,Avg_purity_%
Control_11,0.0,0.0,100.0,2.0152855993563956,11.82738820027683
H1,0.0,0.39164490861618795,99.60835509138381,2.067449956483899,18.756538026143
H3,0.0,0.2005347593582888,99.79946524064172,2.1323529411764706,20.309671953398606
