sample,read_id,allele,CAG_count,CAA_count,CCG_count,repeat_length_bp,classification,is_clean,is_interrupted,is_fragmented,mapq
Control_11,m84137_260214_004236_s1/189729509/ccs,1,87,2,14,204,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/183044924/ccs,0,108,4,14,198,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/127604433/ccs,0,106,3,14,198,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/220334394/ccs,1,108,2,14,210,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/201263079/ccs,1,84,3,14,203,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/12520037/ccs,1,83,3,13,205,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/24972030/ccs,1,98,2,13,203,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/110493832/ccs,0,88,2,13,202,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/125502623/ccs,0,134,2,15,206,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/120326493/ccs,0,84,3,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/12322051/ccs,1,85,3,12,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/54986644/ccs,0,65,3,16,201,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/144441808/ccs,0,1,2,14,193,fragmented_noisy,False,False,True,60
Control_11,m84137_260214_004236_s1/135727978/ccs,0,8,2,14,197,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/226495771/ccs,0,3,3,15,197,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/52890727/ccs,0,6,2,15,198,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/55513238/ccs,0,5,2,16,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/236000159/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/176817231/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/11474691/ccs,0,2,2,15,200,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/162665752/ccs,1,3,2,14,204,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/118428891/ccs,1,5,2,15,205,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/39126982/ccs,1,4,2,15,205,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/235929893/ccs,1,5,2,15,208,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/125042930/ccs,0,91,4,13,202,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/219811698/ccs,1,92,3,14,193,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/226955411/ccs,0,70,2,14,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/251593963/ccs,0,111,3,14,207,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/120916428/ccs,0,108,1,14,205,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/83694156/ccs,1,84,2,15,204,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/207361389/ccs,0,90,3,14,201,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/94442842/ccs,0,102,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/245042774/ccs,0,18,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/264308862/ccs,1,4,2,15,172,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/197332569/ccs,0,2,2,15,193,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/195823385/ccs,0,2,2,15,194,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/58527420/ccs,0,4,1,14,194,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/36569412/ccs,0,2,2,14,194,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/153750490/ccs,0,2,3,14,195,fragmented_noisy,False,False,True,60
Control_11,m84137_260214_004236_s1/28443556/ccs,0,2,2,14,195,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/78514186/ccs,0,2,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/258409317/ccs,0,2,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/256968352/ccs,0,2,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/61212326/ccs,0,2,2,14,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/137693742/ccs,0,2,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/243862741/ccs,0,2,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/265031121/ccs,0,2,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/266146388/ccs,0,2,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/261884736/ccs,0,2,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/216400813/ccs,0,2,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/49941487/ccs,0,5,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/108136048/ccs,0,2,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/109054629/ccs,0,2,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/232981326/ccs,0,2,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/215290066/ccs,0,2,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/123604141/ccs,0,1,2,15,196,fragmented_noisy,False,False,True,60
Control_11,m84137_260214_004236_s1/171246436/ccs,0,2,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/247534427/ccs,0,2,2,14,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/29624213/ccs,0,2,2,14,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/196544349/ccs,0,2,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/88081662/ccs,0,2,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/19664790/ccs,0,2,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/55053585/ccs,0,2,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/127145533/ccs,0,2,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/60821545/ccs,0,2,2,14,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/21301394/ccs,0,2,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/54069400/ccs,0,2,2,15,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/187566777/ccs,0,2,2,14,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/108008151/ccs,0,2,2,14,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/83887757/ccs,0,2,2,14,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/120783931/ccs,0,2,2,14,196,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/46798742/ccs,0,2,2,16,197,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/188547212/ccs,0,2,2,15,197,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/20449836/ccs,0,2,2,14,197,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/49547479/ccs,0,2,2,15,197,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/155653352/ccs,0,5,2,14,197,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/246481437/ccs,0,6,2,13,198,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/115085606/ccs,0,1,2,15,198,fragmented_noisy,False,False,True,60
Control_11,m84137_260214_004236_s1/38079980/ccs,0,1,2,15,198,fragmented_noisy,False,False,True,60
Control_11,m84137_260214_004236_s1/170001532/ccs,0,2,2,14,198,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/150081491/ccs,0,2,2,15,198,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/26809126/ccs,0,3,2,14,198,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/180684385/ccs,0,2,2,15,198,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/217055661/ccs,0,2,2,15,198,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/154338587/ccs,0,2,2,15,198,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/227345642/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/8389313/ccs,0,3,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/257755755/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/233833422/ccs,0,1,2,15,199,fragmented_noisy,False,False,True,60
Control_11,m84137_260214_004236_s1/72549876/ccs,0,5,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/110821956/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/109582043/ccs,0,11,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/211293332/ccs,0,11,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/49941169/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/70847291/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/75238392/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/95816227/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/93257895/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/79627844/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/79760099/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/93981150/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/88146797/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/77203497/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/88738184/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/81790928/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/99748153/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/123863799/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/231868528/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/234882067/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/232720014/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/235405612/ccs,0,1,2,15,199,fragmented_noisy,False,False,True,60
Control_11,m84137_260214_004236_s1/215681732/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/258344524/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/234750617/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/242486261/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/242681735/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/238224035/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/243139208/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/263848340/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/239209038/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/45943226/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/53020943/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/59506876/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/46597246/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/47122081/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/43057337/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/38734284/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/60949284/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/61081761/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/43975673/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/47974966/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/61407281/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/55052522/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/65471233/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/66128320/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/142344431/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/139463177/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/160957706/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/156304140/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/161482829/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/144901809/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/144968588/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/169085025/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/169345487/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/190972787/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/174786024/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/195822125/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/127011200/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/110822691/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/134874166/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/135332022/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/135989677/ccs,0,3,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/140183082/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/115673036/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/133169450/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/158008939/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/141167577/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/117047818/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/162333893/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/154535533/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/13308627/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/39982661/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/113575724/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/179178407/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/205850817/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/233243095/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/22479064/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/12124479/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/18155174/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/7406403/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/13303925/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/19793277/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/10226021/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/55904824/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/34865568/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/32244303/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/35258902/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/56493494/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/57409666/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/45615806/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/58525834/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/106823751/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/107020629/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/118884140/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/128779881/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/129042632/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/112134207/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/112263352/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/108921722/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/129173773/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/129368585/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/112591887/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/120850398/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/104532435/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/125962305/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/15864567/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/59774106/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/16716951/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/64296334/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/60101084/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/64753502/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/70587557/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/66129804/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/70913291/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/71045393/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/89787428/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/87692892/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/91100347/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/91230559/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/95817304/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/100996950/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/96146711/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/96210781/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/34016924/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/34147601/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/50336791/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/29625371/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/29691026/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/34804908/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
Control_11,m84137_260214_004236_s1/11802432/ccs,0,2,2,15,199,CAA_interrupted,False,True,False,60
