sample,read_id,allele,CAG_count,Upstream_insertions_bp,Upstream_matches_bp,Upstream_complexity,Repeat_insertions_bp,Repeat_matches_bp,Repeat_complexity,Downstream_insertions_bp,Downstream_matches_bp,Downstream_complexity,Total_insertions_bp,Total_matches_bp,Total_complexity,Structural_pattern,Read_length
H3,m84137_260214_004236_s1/241634792/ccs,1,52,0,0,0,399,193,0.6739864864864865,0,0,0.0,399,193,0.6739864864864865,Repeat-enriched,592
H3,m84137_260214_004236_s1/192089354/ccs,1,60,0,0,0,465,193,0.7066869300911854,0,0,0.0,465,193,0.7066869300911854,Repeat-enriched,658
H3,m84137_260214_004236_s1/40372646/ccs,1,80,0,0,0,665,193,0.7750582750582751,0,0,0.0,665,193,0.7750582750582751,Repeat-enriched,858
H3,m84137_260214_004236_s1/83953386/ccs,1,115,0,0,0,0,0,0.0,0,166,0.0,0,166,0.0,Distributed,1159
H3,m84137_260214_004236_s1/65142949/ccs,1,188,0,0,0,0,0,0.0,0,166,0.0,0,166,0.0,Distributed,1818
H3,m84137_260214_004236_s1/114360859/ccs,1,241,0,0,0,0,0,0.0,0,166,0.0,0,166,0.0,Distributed,3371
H3,m84137_260214_004236_s1/160438149/ccs,0,7,0,0,0,1,187,0.005319148936170213,0,0,0.0,1,187,0.005319148936170213,Repeat-enriched,188
H3,m84137_260214_004236_s1/61541496/ccs,0,7,0,0,0,0,188,0.0,0,0,0.0,0,188,0.0,Distributed,188
H3,m84137_260214_004236_s1/233771449/ccs,0,7,0,0,0,2,180,0.01098901098901099,0,0,0.0,2,180,0.01098901098901099,Repeat-enriched,182
H3,m84137_260214_004236_s1/153878978/ccs,1,17,0,0,0,110,192,0.36423841059602646,0,0,0.0,110,192,0.36423841059602646,Repeat-enriched,302
H3,m84137_260214_004236_s1/142869763/ccs,0,7,0,0,0,1,183,0.005434782608695652,0,0,0.0,1,183,0.005434782608695652,Repeat-enriched,184
H3,m84137_260214_004236_s1/20579296/ccs,1,18,0,0,0,123,191,0.39171974522292996,0,0,0.0,123,191,0.39171974522292996,Repeat-enriched,314
H3,m84137_260214_004236_s1/17175118/ccs,1,19,0,0,0,126,190,0.3987341772151899,0,0,0.0,126,190,0.3987341772151899,Repeat-enriched,316
H3,m84137_260214_004236_s1/107222728/ccs,0,7,0,0,0,1,186,0.0053475935828877,0,0,0.0,1,186,0.0053475935828877,Repeat-enriched,187
H3,m84137_260214_004236_s1/176358601/ccs,0,7,0,0,0,2,186,0.010638297872340425,0,0,0.0,2,186,0.010638297872340425,Repeat-enriched,188
H3,m84137_260214_004236_s1/50463295/ccs,0,6,0,0,0,0,182,0.0,0,0,0.0,0,182,0.0,Distributed,182
H3,m84137_260214_004236_s1/224136202/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/122224686/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/5180006/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/46336004/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/100664130/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/252840854/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/73535799/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/131076013/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/213260068/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/48236850/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/211552219/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/235804583/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/164824491/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/210111031/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/236459490/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/264637600/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/68029169/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/46075946/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/152437016/ccs,0,7,0,0,0,1,184,0.005405405405405406,0,0,0.0,1,184,0.005405405405405406,Repeat-enriched,185
H3,m84137_260214_004236_s1/135659577/ccs,0,7,0,0,0,0,185,0.0,0,0,0.0,0,185,0.0,Distributed,185
H3,m84137_260214_004236_s1/213455904/ccs,0,7,0,0,0,0,185,0.0,0,0,0.0,0,185,0.0,Distributed,185
H3,m84137_260214_004236_s1/14878583/ccs,0,7,0,0,0,0,186,0.0,0,0,0.0,0,186,0.0,Distributed,186
H3,m84137_260214_004236_s1/133041938/ccs,0,7,0,0,0,1,185,0.005376344086021506,0,0,0.0,1,185,0.005376344086021506,Repeat-enriched,186
H3,m84137_260214_004236_s1/8130021/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/159777947/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/74061122/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/254476544/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/144704918/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/103941909/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/97389332/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/145754691/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/165546179/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/221512331/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/229638756/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/84020660/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/89984476/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/177278051/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/226430840/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/80283783/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/143000809/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/190448951/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/149620919/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/209454645/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/211879958/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/207032564/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/217910597/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/180487049/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/178130509/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/45942252/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/144379481/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/169940652/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/193134679/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/193661722/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/218563636/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/197987031/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/193855713/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/201591322/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/195102159/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/178849736/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/202638148/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/200279718/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/224134369/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/224723345/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/208732953/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/209191120/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/209192396/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/222823818/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/204802348/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/210110220/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/230032329/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/204997067/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/223347373/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/230949066/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/227281652/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/211683084/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/227607228/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/206635692/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/212141857/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/232390930/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/235471961/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/215876545/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/254937242/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/258474897/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/259132330/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/242222046/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/256117600/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/256445406/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/259852159/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/263719166/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/243600089/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/16847414/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/243795462/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/260900519/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/265225445/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/265356731/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/248119617/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/265749665/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/2297535/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/22745897/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/23139468/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/23269495/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/70388356/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/95554079/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/79039121/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/71696624/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/96535700/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/87295811/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/97190175/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/87818442/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/97453501/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/76680084/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/87951892/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/94306471/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/81133966/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/101254822/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/123207785/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/99419303/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/82314487/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/100598427/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/125241425/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/104071969/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/120719886/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/125896821/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/104728600/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/130878407/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/122751534/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/110889659/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/114034181/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/127533162/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/128058398/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/127992156/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/135465703/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/132057096/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/157157518/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/115869321/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/133433328/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/158140829/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/117309724/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/162463778/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/143394928/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/143853397/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/144703712/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/169083043/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/185925841/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/186190145/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/166921802/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/186977019/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/170459171/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/150080393/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/170920101/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/24511542/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/8128519/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/13240891/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/19531093/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/30279895/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/4850414/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/20252204/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/20513120/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/5507976/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/31459251/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/15008063/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/22283349/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/22282435/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/32377739/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/56887120/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/50725995/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/35521103/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/57215880/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/57543395/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/35916068/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/36110618/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/40240496/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/40241240/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/58130524/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/36504635/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/52364660/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/45876575/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/46137585/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/38078824/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/62784818/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/42142063/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/63113574/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/53479824/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/60228947/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/42664016/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/42861709/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/54198819/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/63505497/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/63572601/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/54395849/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/55249359/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/65341960/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/73204185/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/90703660/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
