sample,read_id,allele,CAG_count,Upstream_insertions_bp,Upstream_matches_bp,Upstream_complexity,Repeat_insertions_bp,Repeat_matches_bp,Repeat_complexity,Downstream_insertions_bp,Downstream_matches_bp,Downstream_complexity,Total_insertions_bp,Total_matches_bp,Total_complexity,Structural_pattern,Read_length
H3,m84137_260214_004236_s1/73401810/ccs,1,18,0,0,0,118,191,0.3818770226537217,0,0,0.0,118,191,0.3818770226537217,Repeat-enriched,309
H3,m84137_260214_004236_s1/23791630/ccs,1,19,0,0,0,122,191,0.38977635782747605,0,0,0.0,122,191,0.38977635782747605,Repeat-enriched,313
H3,m84137_260214_004236_s1/241568636/ccs,0,7,0,0,0,3,181,0.016304347826086956,0,0,0.0,3,181,0.016304347826086956,Repeat-enriched,184
H3,m84137_260214_004236_s1/166266081/ccs,0,7,0,0,0,1,184,0.005405405405405406,0,0,0.0,1,184,0.005405405405405406,Repeat-enriched,185
H3,m84137_260214_004236_s1/146281875/ccs,1,17,0,0,0,114,191,0.3737704918032787,0,0,0.0,114,191,0.3737704918032787,Repeat-enriched,305
H3,m84137_260214_004236_s1/247072969/ccs,0,6,0,0,0,3,184,0.016042780748663103,0,0,0.0,3,184,0.016042780748663103,Repeat-enriched,187
H3,m84137_260214_004236_s1/218040069/ccs,1,18,0,0,0,114,192,0.37254901960784315,0,0,0.0,114,192,0.37254901960784315,Repeat-enriched,306
H3,m84137_260214_004236_s1/191040490/ccs,1,16,0,0,0,113,190,0.37293729372937295,0,0,0.0,113,190,0.37293729372937295,Repeat-enriched,303
H3,m84137_260214_004236_s1/48890556/ccs,1,14,0,0,0,104,192,0.35135135135135137,0,0,0.0,104,192,0.35135135135135137,Repeat-enriched,296
H3,m84137_260214_004236_s1/91425604/ccs,0,8,0,0,0,4,184,0.02127659574468085,0,0,0.0,4,184,0.02127659574468085,Repeat-enriched,188
H3,m84137_260214_004236_s1/254415485/ccs,0,7,0,0,0,0,186,0.0,0,0,0.0,0,186,0.0,Distributed,186
H3,m84137_260214_004236_s1/99095255/ccs,1,18,0,0,0,128,193,0.3987538940809969,0,0,0.0,128,193,0.3987538940809969,Repeat-enriched,321
H3,m84137_260214_004236_s1/2097690/ccs,1,198,0,0,0,0,0,0.0,4,162,0.024096385542168676,4,162,0.024096385542168676,Flanking-enriched,3102
H3,m84137_260214_004236_s1/95686302/ccs,0,7,0,0,0,8,184,0.041666666666666664,0,0,0.0,8,184,0.041666666666666664,Repeat-enriched,192
H3,m84137_260214_004236_s1/22481974/ccs,1,18,0,0,0,128,191,0.4012539184952978,0,0,0.0,128,191,0.4012539184952978,Repeat-enriched,319
H3,m84137_260214_004236_s1/169809764/ccs,1,18,0,0,0,129,191,0.403125,0,0,0.0,129,191,0.403125,Repeat-enriched,320
H3,m84137_260214_004236_s1/82051943/ccs,1,17,0,0,0,121,192,0.3865814696485623,0,0,0.0,121,192,0.3865814696485623,Repeat-enriched,313
H3,m84137_260214_004236_s1/150342062/ccs,1,25,0,0,0,177,189,0.48360655737704916,0,0,0.0,177,189,0.48360655737704916,Repeat-enriched,366
H3,m84137_260214_004236_s1/121768635/ccs,1,20,0,0,0,114,192,0.37254901960784315,0,0,0.0,114,192,0.37254901960784315,Repeat-enriched,306
H3,m84137_260214_004236_s1/206443279/ccs,1,22,0,0,0,126,193,0.3949843260188088,0,0,0.0,126,193,0.3949843260188088,Repeat-enriched,319
H3,m84137_260214_004236_s1/237175291/ccs,1,17,0,0,0,127,191,0.39937106918238996,0,0,0.0,127,191,0.39937106918238996,Repeat-enriched,318
H3,m84137_260214_004236_s1/256443416/ccs,1,17,0,0,0,113,192,0.3704918032786885,0,0,0.0,113,192,0.3704918032786885,Repeat-enriched,305
H3,m84137_260214_004236_s1/90835560/ccs,1,19,0,0,0,136,192,0.4146341463414634,0,0,0.0,136,192,0.4146341463414634,Repeat-enriched,328
H3,m84137_260214_004236_s1/6491893/ccs,1,19,0,0,0,129,193,0.40062111801242234,0,0,0.0,129,193,0.40062111801242234,Repeat-enriched,322
H3,m84137_260214_004236_s1/3015164/ccs,1,18,0,0,0,121,192,0.3865814696485623,0,0,0.0,121,192,0.3865814696485623,Repeat-enriched,313
H3,m84137_260214_004236_s1/133431570/ccs,1,17,0,0,0,114,189,0.37623762376237624,0,0,0.0,114,189,0.37623762376237624,Repeat-enriched,303
H3,m84137_260214_004236_s1/31721716/ccs,1,18,0,0,0,125,187,0.40064102564102566,0,0,0.0,125,187,0.40064102564102566,Repeat-enriched,312
H3,m84137_260214_004236_s1/195825563/ccs,1,19,0,0,0,128,190,0.4025157232704403,0,0,0.0,128,190,0.4025157232704403,Repeat-enriched,318
H3,m84137_260214_004236_s1/5636598/ccs,1,20,0,0,0,118,191,0.3818770226537217,0,0,0.0,118,191,0.3818770226537217,Repeat-enriched,309
H3,m84137_260214_004236_s1/23397850/ccs,1,17,0,0,0,106,191,0.3569023569023569,0,0,0.0,106,191,0.3569023569023569,Repeat-enriched,297
H3,m84137_260214_004236_s1/238814623/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/63705161/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/92604325/ccs,1,18,0,0,0,89,194,0.31448763250883394,0,0,0.0,89,194,0.31448763250883394,Repeat-enriched,283
H3,m84137_260214_004236_s1/105713116/ccs,1,29,0,0,0,196,193,0.5038560411311054,0,0,0.0,196,193,0.5038560411311054,Repeat-enriched,389
H3,m84137_260214_004236_s1/263981381/ccs,0,7,0,0,0,2,186,0.010638297872340425,0,0,0.0,2,186,0.010638297872340425,Repeat-enriched,188
H3,m84137_260214_004236_s1/67307854/ccs,1,17,0,0,0,127,192,0.3981191222570533,0,0,0.0,127,192,0.3981191222570533,Repeat-enriched,319
H3,m84137_260214_004236_s1/63968787/ccs,0,6,0,0,0,1,183,0.005434782608695652,0,0,0.0,1,183,0.005434782608695652,Repeat-enriched,184
H3,m84137_260214_004236_s1/93783117/ccs,1,17,0,0,0,121,193,0.3853503184713376,0,0,0.0,121,193,0.3853503184713376,Repeat-enriched,314
H3,m84137_260214_004236_s1/45353303/ccs,1,18,0,0,0,123,190,0.3929712460063898,0,0,0.0,123,190,0.3929712460063898,Repeat-enriched,313
H3,m84137_260214_004236_s1/4852462/ccs,0,7,0,0,0,3,188,0.015706806282722512,0,0,0.0,3,188,0.015706806282722512,Repeat-enriched,191
H3,m84137_260214_004236_s1/134611907/ccs,1,17,0,0,0,110,192,0.36423841059602646,0,0,0.0,110,192,0.36423841059602646,Repeat-enriched,302
H3,m84137_260214_004236_s1/111151212/ccs,1,18,0,0,0,118,191,0.3818770226537217,0,0,0.0,118,191,0.3818770226537217,Repeat-enriched,309
H3,m84137_260214_004236_s1/193528650/ccs,1,16,0,0,0,104,191,0.3525423728813559,0,0,0.0,104,191,0.3525423728813559,Repeat-enriched,295
H3,m84137_260214_004236_s1/55250196/ccs,1,17,0,0,0,111,191,0.3675496688741722,0,0,0.0,111,191,0.3675496688741722,Repeat-enriched,302
H3,m84137_260214_004236_s1/88673887/ccs,0,7,0,0,0,0,183,0.0,0,0,0.0,0,183,0.0,Distributed,183
H3,m84137_260214_004236_s1/138611555/ccs,0,7,0,0,0,0,185,0.0,0,0,0.0,0,185,0.0,Distributed,185
H3,m84137_260214_004236_s1/99682434/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/262212714/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/19139528/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/29754227/ccs,1,19,0,0,0,102,193,0.34576271186440677,0,0,0.0,102,193,0.34576271186440677,Repeat-enriched,295
H3,m84137_260214_004236_s1/82576222/ccs,1,20,0,0,0,105,193,0.3523489932885906,0,0,0.0,105,193,0.3523489932885906,Repeat-enriched,298
H3,m84137_260214_004236_s1/124060981/ccs,1,23,0,0,0,132,192,0.4074074074074074,0,0,0.0,132,192,0.4074074074074074,Repeat-enriched,324
H3,m84137_260214_004236_s1/85594730/ccs,0,7,0,0,0,4,188,0.020833333333333332,0,0,0.0,4,188,0.020833333333333332,Repeat-enriched,192
H3,m84137_260214_004236_s1/44239220/ccs,1,16,0,0,0,116,189,0.380327868852459,0,0,0.0,116,189,0.380327868852459,Repeat-enriched,305
H3,m84137_260214_004236_s1/71243245/ccs,1,17,0,0,0,119,191,0.38387096774193546,0,0,0.0,119,191,0.38387096774193546,Repeat-enriched,310
H3,m84137_260214_004236_s1/225772416/ccs,1,17,0,0,0,128,184,0.41025641025641024,0,0,0.0,128,184,0.41025641025641024,Repeat-enriched,312
H3,m84137_260214_004236_s1/75433019/ccs,1,16,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/44634773/ccs,1,19,0,0,0,130,190,0.40625,0,0,0.0,130,190,0.40625,Repeat-enriched,320
H3,m84137_260214_004236_s1/251925193/ccs,0,7,0,0,0,0,181,0.0,0,0,0.0,0,181,0.0,Distributed,181
H3,m84137_260214_004236_s1/237505681/ccs,0,7,0,0,0,0,181,0.0,0,0,0.0,0,181,0.0,Distributed,181
H3,m84137_260214_004236_s1/98501541/ccs,0,7,0,0,0,0,181,0.0,0,0,0.0,0,181,0.0,Distributed,181
H3,m84137_260214_004236_s1/107217377/ccs,0,7,0,0,0,0,181,0.0,0,0,0.0,0,181,0.0,Distributed,181
H3,m84137_260214_004236_s1/31331288/ccs,0,7,0,0,0,0,183,0.0,0,0,0.0,0,183,0.0,Distributed,183
H3,m84137_260214_004236_s1/33293072/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/40174584/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/42469165/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/163777877/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/85791945/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/263722356/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/265621193/ccs,0,7,0,0,0,1,183,0.005434782608695652,0,0,0.0,1,183,0.005434782608695652,Repeat-enriched,184
H3,m84137_260214_004236_s1/213516674/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/216663185/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/161878533/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/150670671/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/25038087/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/29888385/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/56558646/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/83427556/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/3607304/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/21497553/ccs,0,6,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/37880546/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/60949300/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/259654534/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/96012407/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/195759114/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/197788500/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/80940710/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/17108450/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/114165780/ccs,0,7,0,0,0,0,184,0.0,0,0,0.0,0,184,0.0,Distributed,184
H3,m84137_260214_004236_s1/212601112/ccs,0,7,0,0,0,2,184,0.010752688172043012,0,0,0.0,2,184,0.010752688172043012,Repeat-enriched,186
H3,m84137_260214_004236_s1/193333932/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/223019936/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/129698705/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/50792682/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/36113341/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/45418717/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/40567924/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/36634781/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/52299753/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/41027660/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/46006337/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/40960669/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/41419647/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/37487797/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/59377541/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/59638743/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/53413729/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/62982271/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/47908601/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/67372284/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/55181763/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/68552586/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/74320745/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/92080078/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/103092219/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/103355462/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/104666210/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/120263083/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/120589337/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/120722908/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/81268213/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/108335461/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/121902392/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/128914774/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/129567777/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/134418177/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/127929637/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/131403206/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/131665461/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/157093294/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/113579885/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/141562660/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/158404593/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/141825921/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/115413032/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/159979205/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/163581618/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/161157336/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/144708667/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/39654350/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/57086511/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/62065989/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/62002805/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/64688512/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/65408643/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/45157787/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/46075670/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/61216376/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/46207999/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/71241811/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/46797258/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/73994067/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/72160736/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/72094051/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/88085614/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/89002320/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/48567024/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/49614419/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/117970342/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/77665049/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/190383326/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/67568217/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/68880768/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/190974450/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/216270416/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/80285042/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/213522211/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/211162725/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/212342388/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/228594481/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/212536597/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/254545809/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/254546759/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/255332319/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/237636897/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/256381388/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/256971565/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/239212013/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/216141263/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/262933956/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/246093521/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/247206457/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/229311774/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/229310898/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/229442029/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/209257982/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/183961014/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/222693802/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/229835652/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/204669835/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/212664901/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/223412293/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/212862404/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/205652693/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/251726532/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/230884510/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/227607382/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/231997581/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/252969487/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/214500444/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/254346096/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
H3,m84137_260214_004236_s1/241041777/ccs,0,7,0,0,0,0,187,0.0,0,0,0.0,0,187,0.0,Distributed,187
